Date_COV,Absolute_time_COV,Dugramm_COV,Country_name_COV,City_COV,Confirmed_COV,Deaths_COV,Recovered_COV,Active_COV,Incident_rate_COV,Case_fatality_ratio_COV,Lat_COV,Long__COV,Main_key
2021-01-02,1609534800,US,The United States of America,Queens,127132,7578,0.0,119554.0,5640.639294933399,5.960733725576566,40.71088124,-73.81684712,Queens_US_1609534800
2021-01-02,1609534800,US,The United States of America,Columbus,3629,83,0.0,3546.0,6537.796353678749,2.287131441168366,34.26744084,-78.65801424,Columbus_US_1609534800
2021-01-02,1609534800,US,The United States of America,Philadelphia,95401,2450,0.0,92951.0,6022.547068805301,2.5681072525445225,40.00338507,-75.1379271,Philadelphia_US_1609534800
2021-01-02,1609534800,MY,Malaysia,Johor Bahru,5849,34,2858.0,2957.0,155.21999893848522,0.5812959480253035,1.4854,103.7618,Johor Bahru_MY_1609534800
2021-01-02,1609534800,MY,Malaysia,Kuala Lumpur,13945,23,9141.0,4781.0,784.131803868646,0.1649336679813553,3.139,101.6869,Kuala Lumpur_MY_1609534800
2021-01-02,1609534800,US,The United States of America,Raleigh,2761,29,0.0,2732.0,3763.580103869904,1.0503440782325244,37.76936795,-81.2456041,Raleigh_US_1609534800
2021-01-02,1609534800,US,The United States of America,Milwaukee,92090,1003,0.0,91087.0,9737.492677583148,1.0891519166033228,43.00486062,-87.96733172,Milwaukee_US_1609534800
2021-01-02,1609534800,US,The United States of America,Providence,58946,1348,0.0,57598.0,9225.722339344937,2.2868388016150374,41.87064746,-71.57753536,Providence_US_1609534800
2021-01-02,1609534800,US,The United States of America,Austin,1037,15,0.0,1022.0,3452.983484283431,1.446480231436837,29.88548725,-96.27736949,Austin_US_1609534800
2021-01-02,1609534800,SE,Sweden,Stockholm,118357,3271,0.0,115086.0,4979.089900596572,2.763672617589158,59.6025,18.1384,Stockholm_SE_1609534800
2021-01-02,1609534800,SE,Sweden,Uppsala,17704,352,0.0,17352.0,4613.865050180734,1.988251242657027,60.0092,17.2715,Uppsala_SE_1609534800
2021-01-02,1609534800,RU,Russia,Moscow,815676,11280,633702.0,170694.0,6522.033239120749,1.3829020346313978,55.7504461,37.6174943,Moscow_RU_1609534800
2021-01-02,1609534800,ES,Spain,Madrid,399499,11828,40736.0,346935.0,6015.057405171517,2.9607082871296297,40.4168,-3.7038,Madrid_ES_1609534800
2021-01-02,1609534800,ES,Spain,Murcia,60316,744,2180.0,57392.0,4054.412860977251,1.233503547980635,37.9922,-1.1307,Murcia_ES_1609534800
2021-01-02,1609534800,US,The United States of America,Denver,48023,669,0.0,47354.0,6603.72299098886,1.3930824813110383,39.76018276,-104.8725695,Denver_US_1609534800
2021-01-02,1609534800,US,The United States of America,Hartford,46680,1852,0.0,44828.0,5234.827075763693,3.967437874892888,41.80283011,-72.73103891,Hartford_US_1609534800
2021-01-02,1609534800,US,The United States of America,San Francisco,24405,187,0.0,24219.0,2768.5358386204284,0.7662050315496189,37.75215114,-122.4385672,San Francisco_US_1609534800
2021-01-02,1609534800,US,The United States of America,San Diego,168145,1592,0.0,166553.0,5036.799837044271,0.946801867435844,33.03484597,-116.7365326,San Diego_US_1609534800
2021-01-02,1609534800,US,The United States of America,Fresno,72796,717,0.0,72091.0,7287.351328844631,0.9847818920997692,36.75733899,-119.6466953,Fresno_US_1609534800
2021-01-02,1609534800,US,The United States of America,Los Angeles,790582,10552,0.0,780030.0,7875.023146979109,1.3347129077059685,34.30828379,-118.2282411,Los Angeles_US_1609534800
2021-01-02,1609534800,US,The United States of America,Sacramento,67653,848,0.0,66810.0,4359.244306591635,1.2533624996304946,38.45106826,-121.3425374,Sacramento_US_1609534800
2021-01-02,1609534800,CN,China,Shanghai,1520,7,1420.0,93.0,6.111561324994537,0.4605263157894737,31.202,121.4491,Shanghai_CN_1609534800
2021-01-02,1609534800,CN,China,Tianjin,312,3,300.0,9.0,2.2501067178017844,0.9615384615384616,39.3054,117.323,Tianjin_CN_1609534800
2021-01-02,1609534800,DE,Germany,Hamburg,37297,658,27236.0,9403.0,2013.3572436487773,1.7642169611496905,53.5511,9.9937,Hamburg_DE_1609534800
2021-01-02,1609534800,DE,Germany,Berlin,97652,1277,78947.0,17428.0,2665.110663281013,1.3077049113177406,52.52,13.405,Berlin_DE_1609534800
2021-01-02,1609534800,BE,Belgium,Namur,35462,0,0.0,35462.0,7152.019232320625,0.0,50.331,4.8221,Namur_BE_1609534800
2021-01-02,1609534800,BE,Belgium,Brussels,81557,0,0.0,81557.0,6694.575437818848,0.0,50.8503,4.3517,Brussels_BE_1609534800
2021-01-02,1609534800,CN,China,Beijing,988,9,944.0,35.0,4.5128384086398015,0.9109311740890688,40.1824,116.4142,Beijing_CN_1609534800
2021-01-02,1609534800,CN,China,Chongqing,590,6,584.0,0.0,1.8406347831493568,1.0169491525423728,30.0572,107.874,Chongqing_CN_1609534800
2021-01-02,1609534800,BR,Brazil,São Paulo,1466191,46775,1287986.0,131430.0,3192.990778184452,3.190239198030816,-23.5505,-46.6333,São Paulo_BR_1609534800
2021-01-02,1609534800,MX,Mexico,San Luis Potosí,39968,3074,0.0,36894.0,1394.4877818335588,7.691152922337871,22.1565,-100.9855,San Luis Potosí_MX_1609534800
2021-01-02,1609534800,NL,Netherlands,Groningen,15255,97,0.0,15158.0,2603.837737639665,0.6358570960340871,53.217922,6.741514,Groningen_NL_1609534800
2021-01-02,1609534800,MX,Mexico,Oaxaca,28404,2130,0.0,26274.0,685.4920355353433,7.498943810730883,17.0732,-96.7266,Oaxaca_MX_1609534800
2021-01-02,1609534800,MX,Mexico,Aguascalientes,17021,1371,0.0,15650.0,1186.4341801224705,8.054755889783209,21.8853,-102.2916,Aguascalientes_MX_1609534800
2021-01-02,1609534800,MX,Mexico,Mexico City,147443,19017,0.0,128426.0,846.0223585434527,12.897865615865117,19.4969,-99.7233,Mexico City_MX_1609534800
2021-01-02,1609534800,MX,Mexico,Puebla,47636,5755,0.0,41881.0,721.2711548620771,12.081199093122848,19.0414,-98.2063,Puebla_MX_1609534800
2021-01-02,1609534800,PE,Peru,Lima,449514,42170,0.0,407344.0,4229.326809992002,9.381242853392775,-11.766533,-76.60449799999998,Lima_PE_1609534800
2021-01-02,1609534800,NL,Netherlands,Utrecht,67465,870,0.0,66595.0,4979.576833767089,1.289557548358408,52.084251,5.163824,Utrecht_NL_1609534800
2021-01-02,1609534800,PK,Pakistan,Islamabad,38020,421,34617.0,2982.0,1894.7737733806712,1.1073119410836405,33.665087,73.121219,Islamabad_PK_1609534800
2021-01-02,1609534800,IN,India,Chandigarh,19799,318,19045.0,436.0,1709.0601162046937,1.6061417243295115,30.733839,76.76827800000002,Chandigarh_IN_1609534800
2021-01-02,1609534800,IN,India,Delhi,625954,10557,609322.0,6075.0,3345.3936690025216,1.6865456567095984,28.646519,77.10898,Delhi_IN_1609534800
2021-01-02,1609534800,JP,Japan,Akita,143,1,100.0,42.0,14.795807509648316,0.6993006993006993,39.748679,140.408228,Akita_JP_1609534800
2021-01-02,1609534800,JP,Japan,Saitama,14511,211,11017.0,3283.0,197.43681810927345,1.4540693267176623,35.997101,139.347635,Saitama_JP_1609534800
2021-01-02,1609534800,JP,Japan,Shizuoka,2717,41,2177.0,499.0,74.57058104123256,1.5090172984909829,34.916975,138.40778400000002,Shizuoka_JP_1609534800
2021-01-02,1609534800,JP,Japan,Tokyo,61105,631,50365.0,10109.0,438.951794178194,1.0326487194173963,35.711343,139.446921,Tokyo_JP_1609534800
2021-01-02,1609534800,JP,Japan,Toyama,562,26,478.0,58.0,53.85710808412442,4.6263345195729535,36.637464,137.26934599999998,Toyama_JP_1609534800
2021-01-02,1609534800,JP,Japan,Wakayama,629,7,565.0,57.0,68.00492576219034,1.1128775834658189,33.911879,135.505446,Wakayama_JP_1609534800
2021-01-02,1609534800,JP,Japan,Osaka,30297,588,25866.0,3843.0,343.9181697927535,1.940786216457075,34.620965000000005,135.507481,Osaka_JP_1609534800
2021-01-02,1609534800,JP,Japan,Chiba,11208,121,8660.0,2427.0,179.0592106377275,1.0795860099928622,35.510141,140.198917,Chiba_JP_1609534800
2021-01-02,1609534800,JP,Japan,Fukuoka,9121,119,7272.0,1730.0,178.71421772411628,1.3046815042210285,33.526032,130.666949,Fukuoka_JP_1609534800
2021-01-02,1609534800,JP,Japan,Hiroshima,3392,36,1778.0,1578.0,120.96240715190233,1.0613207547169812,34.605309000000005,132.788719,Hiroshima_JP_1609534800
2021-01-02,1609534800,JP,Japan,Kochi,669,8,540.0,121.0,95.8412902615794,1.195814648729447,33.422519,133.367307,Kochi_JP_1609534800
2021-01-02,1609534800,JP,Japan,Kumamoto,1905,18,1466.0,421.0,109.00869609004975,0.9448818897637796,32.608154,130.74523100000002,Kumamoto_JP_1609534800
2021-01-02,1609534800,JP,Japan,Kyoto,4906,53,3431.0,1422.0,189.9373470019052,1.0803098247044436,35.253815,135.443341,Kyoto_JP_1609534800
2021-01-02,1609534800,JP,Japan,Miyazaki,783,9,668.0,106.0,72.9525081966755,1.1494252873563218,32.193203999999994,131.299374,Miyazaki_JP_1609534800
2021-01-02,1609534800,JP,Japan,Nagano,1206,15,1029.0,162.0,58.864012417085206,1.243781094527363,36.132134,138.045528,Nagano_JP_1609534800
2021-01-02,1609534800,JP,Japan,Nagasaki,675,4,311.0,360.0,50.88486902611638,0.5925925925925926,33.235712,129.608033,Nagasaki_JP_1609534800
2021-01-02,1609534800,JP,Japan,Niigata,545,3,436.0,106.0,24.51525028496167,0.5504587155963303,37.521819,138.918647,Niigata_JP_1609534800
2021-01-02,1609534800,JP,Japan,Okayama,1390,15,762.0,613.0,73.56108692591923,1.079136690647482,34.89246,133.826252,Okayama_JP_1609534800
2021-01-02,1609534800,JP,Japan,Kagoshima,1031,14,875.0,142.0,64.34608833825446,1.3579049466537343,31.009484000000004,130.430665,Kagoshima_JP_1609534800
2021-01-02,1609534800,US,The United States of America,Oakland,61195,1636,0.0,59559.0,4866.076540414,2.6734210311299944,42.66090111,-83.38595416,Oakland_US_1609534800
2021-01-02,1609534800,US,The United States of America,Baltimore,39001,942,0.0,38059.0,4713.852327253829,2.4153226840337427,39.45784712,-76.62911955,Baltimore_US_1609534800
2021-01-02,1609534800,US,The United States of America,Boise,240,2,0.0,238.0,3064.74268931171,0.8333333333333334,43.98829931,-115.7309284,Boise_US_1609534800
2021-01-02,1609534800,US,The United States of America,Honolulu,18235,224,0.0,18011.0,1871.095044650782,1.2284069097888677,21.45803166,-157.97121819999995,Honolulu_US_1609534800
2021-01-03,1609621200,US,The United States of America,Queens,128917,7586,0.0,121331.0,5719.836830891743,5.884406245879132,40.71088124,-73.81684712,Queens_US_1609621200
2021-01-03,1609621200,US,The United States of America,Columbus,3775,83,0.0,3692.0,6800.821503206745,2.198675496688742,34.26744084,-78.65801424,Columbus_US_1609621200
2021-01-03,1609621200,US,The United States of America,Philadelphia,95793,2450,0.0,93343.0,6047.293543695204,2.5575981543536583,40.00338507,-75.1379271,Philadelphia_US_1609621200
2021-01-03,1609621200,MY,Malaysia,Johor Bahru,6429,34,2888.0,3507.0,170.61196327158856,0.5288536319800902,1.4854,103.7618,Johor Bahru_MY_1609621200
2021-01-03,1609621200,MY,Malaysia,Kuala Lumpur,14101,25,9977.0,4099.0,792.9037336932074,0.1772923906105949,3.139,101.6869,Kuala Lumpur_MY_1609621200
2021-01-03,1609621200,US,The United States of America,Raleigh,2833,30,0.0,2803.0,3861.7248946988175,1.0589481115425343,37.76936795,-81.2456041,Raleigh_US_1609621200
2021-01-03,1609621200,US,The United States of America,Milwaukee,92473,1003,0.0,91470.0,9777.990665372425,1.084640922215133,43.00486062,-87.96733172,Milwaukee_US_1609621200
2021-01-03,1609621200,US,The United States of America,Providence,58946,1348,0.0,57598.0,9225.722339344937,2.2868388016150374,41.87064746,-71.57753536,Providence_US_1609621200
2021-01-03,1609621200,US,The United States of America,Austin,1049,15,0.0,1034.0,3492.940863079382,1.4299332697807436,29.88548725,-96.27736949,Austin_US_1609621200
2021-01-03,1609621200,SE,Sweden,Stockholm,118357,3271,0.0,115086.0,4979.089900596572,2.763672617589158,59.6025,18.1384,Stockholm_SE_1609621200
2021-01-03,1609621200,SE,Sweden,Uppsala,17704,352,0.0,17352.0,4613.865050180734,1.988251242657027,60.0092,17.2715,Uppsala_SE_1609621200
2021-01-03,1609621200,RU,Russia,Moscow,821128,11356,639809.0,169963.0,6565.626682129599,1.3829756140333784,55.7504461,37.6174943,Moscow_RU_1609621200
2021-01-03,1609621200,ES,Spain,Madrid,399499,11828,40736.0,346935.0,6015.057405171517,2.9607082871296297,40.4168,-3.7038,Madrid_ES_1609621200
2021-01-03,1609621200,ES,Spain,Murcia,60316,744,2180.0,57392.0,4054.412860977251,1.233503547980635,37.9922,-1.1307,Murcia_ES_1609621200
2021-01-03,1609621200,US,The United States of America,Denver,48246,672,0.0,47574.0,6634.388093689452,1.3928615843800525,39.76018276,-104.8725695,Denver_US_1609621200
2021-01-03,1609621200,US,The United States of America,San Francisco,24686,194,0.0,24493.0,2800.411548308716,0.7858387005306436,37.75215114,-122.4385672,San Francisco_US_1609621200
2021-01-03,1609621200,US,The United States of America,San Diego,172747,1592,0.0,171155.0,5174.653194860904,0.9215789565086514,33.03484597,-116.7365326,San Diego_US_1609621200
2021-01-03,1609621200,US,The United States of America,Hartford,47726,1878,0.0,45848.0,5352.128470820437,3.934962075179147,41.80283011,-72.73103891,Hartford_US_1609621200
2021-01-03,1609621200,US,The United States of America,Sacramento,68524,858,0.0,67672.0,4415.427773962056,1.2520064205457464,38.45106826,-121.3425374,Sacramento_US_1609621200
2021-01-03,1609621200,US,The United States of America,Fresno,74140,717,0.0,73435.0,7421.872263164585,0.9669327867083828,36.75733899,-119.6466953,Fresno_US_1609621200
2021-01-03,1609621200,US,The United States of America,Los Angeles,807185,10688,0.0,796497.0,8040.406382758944,1.324107856315467,34.30828379,-118.2282411,Los Angeles_US_1609621200
2021-01-03,1609621200,CN,China,Shanghai,1526,7,1424.0,95.0,6.135685909172147,0.4587155963302752,31.202,121.4491,Shanghai_CN_1609621200
2021-01-03,1609621200,CN,China,Tianjin,313,3,300.0,10.0,2.257318598307559,0.9584664536741214,39.3054,117.323,Tianjin_CN_1609621200
2021-01-03,1609621200,DE,Germany,Berlin,98109,1285,79296.0,17528.0,2677.583071148946,1.309767707345911,52.52,13.405,Berlin_DE_1609621200
2021-01-03,1609621200,DE,Germany,Hamburg,37539,661,27512.0,9366.0,2026.4208265901127,1.7608353978528997,53.5511,9.9937,Hamburg_DE_1609621200
2021-01-03,1609621200,BE,Belgium,Namur,35495,0,0.0,35495.0,7158.674712402588,0.0,50.331,4.8221,Namur_BE_1609621200
2021-01-03,1609621200,BE,Belgium,Brussels,81663,0,0.0,81663.0,6703.276407648645,0.0,50.8503,4.3517,Brussels_BE_1609621200
2021-01-03,1609621200,CN,China,Beijing,990,9,944.0,37.0,4.5219737090621495,0.9090909090909092,40.1824,116.4142,Beijing_CN_1609621200
2021-01-03,1609621200,CN,China,Chongqing,590,6,584.0,0.0,1.8406347831493568,1.0169491525423728,30.0572,107.874,Chongqing_CN_1609621200
2021-01-03,1609621200,BR,Brazil,São Paulo,1467953,46808,1294620.0,126525.0,3196.827965666275,3.188657947495594,-23.5505,-46.6333,São Paulo_BR_1609621200
2021-01-03,1609621200,MX,Mexico,San Luis Potosí,40248,3079,0.0,37169.0,1404.2570116902791,7.65006956867422,22.1565,-100.9855,San Luis Potosí_MX_1609621200
2021-01-03,1609621200,NL,Netherlands,Groningen,15428,99,0.0,15329.0,2633.366674290708,0.6416904329789992,53.217922,6.741514,Groningen_NL_1609621200
2021-01-03,1609621200,MX,Mexico,Puebla,48182,5761,0.0,42421.0,729.5383068176295,11.956747333028932,19.0414,-98.2063,Puebla_MX_1609621200
2021-01-03,1609621200,MX,Mexico,Aguascalientes,17097,1373,0.0,15724.0,1191.7316948213308,8.030648651810258,21.8853,-102.2916,Aguascalientes_MX_1609621200
2021-01-03,1609621200,MX,Mexico,Mexico City,147922,19081,0.0,128841.0,848.7708424303942,12.899365882018902,19.4969,-99.7233,Mexico City_MX_1609621200
2021-01-03,1609621200,MX,Mexico,Oaxaca,28512,2133,0.0,26379.0,688.0984691305348,7.481060606060606,17.0732,-96.7266,Oaxaca_MX_1609621200
2021-01-03,1609621200,PE,Peru,Lima,449514,42227,0.0,407287.0,4229.326809992002,9.393923214849815,-11.766533,-76.60449799999998,Lima_PE_1609621200
2021-01-03,1609621200,NL,Netherlands,Utrecht,68113,874,0.0,67239.0,5027.405571457462,1.283161804648158,52.084251,5.163824,Utrecht_NL_1609621200
2021-01-03,1609621200,PK,Pakistan,Islamabad,38146,424,34940.0,2782.0,1901.053139383984,1.1115189010643318,33.665087,73.121219,Islamabad_PK_1609621200
2021-01-03,1609621200,IN,India,Chandigarh,19865,319,19226.0,320.0,1714.7572709937997,1.6058394160583942,30.733839,76.76827800000002,Chandigarh_IN_1609621200
2021-01-03,1609621200,IN,India,Delhi,626448,10571,610535.0,5342.0,3348.033838204232,1.6874505146476644,28.646519,77.10898,Delhi_IN_1609621200
2021-01-03,1609621200,JP,Japan,Akita,143,1,102.0,40.0,14.795807509648316,0.6993006993006993,39.748679,140.408228,Akita_JP_1609621200
2021-01-03,1609621200,JP,Japan,Saitama,14724,211,11171.0,3342.0,200.3348983420124,1.4330345014941592,35.997101,139.347635,Saitama_JP_1609621200
2021-01-03,1609621200,JP,Japan,Shizuoka,2759,41,2195.0,523.0,75.72330993476652,1.486045668720551,34.916975,138.40778400000002,Shizuoka_JP_1609621200
2021-01-03,1609621200,JP,Japan,Tokyo,61934,631,50861.0,10442.0,444.90697030737687,1.0188264927180548,35.711343,139.446921,Tokyo_JP_1609621200
2021-01-03,1609621200,JP,Japan,Toyama,572,26,481.0,65.0,54.8154196158704,4.545454545454546,36.637464,137.26934599999998,Toyama_JP_1609621200
2021-01-03,1609621200,JP,Japan,Wakayama,640,7,569.0,64.0,69.19420109348461,1.09375,33.911879,135.505446,Wakayama_JP_1609621200
2021-01-03,1609621200,JP,Japan,Osaka,30555,594,26002.0,3959.0,346.8468719020887,1.9440353460972013,34.620965000000005,135.507481,Osaka_JP_1609621200
2021-01-03,1609621200,JP,Japan,Okayama,1413,15,762.0,636.0,74.77828476713947,1.0615711252653928,34.89246,133.826252,Okayama_JP_1609621200
2021-01-03,1609621200,JP,Japan,Chiba,11443,121,8855.0,2467.0,182.81357488646643,1.057415013545399,35.510141,140.198917,Chiba_JP_1609621200
2021-01-03,1609621200,JP,Japan,Fukuoka,9245,119,7272.0,1854.0,181.14383761204417,1.2871822606814494,33.526032,130.666949,Fukuoka_JP_1609621200
2021-01-03,1609621200,JP,Japan,Hiroshima,3468,41,2132.0,1295.0,123.6726497649756,1.182237600922722,34.605309000000005,132.788719,Hiroshima_JP_1609621200
2021-01-03,1609621200,JP,Japan,Kagoshima,1033,14,880.0,139.0,64.47091101204352,1.3552758954501452,31.009484000000004,130.430665,Kagoshima_JP_1609621200
2021-01-03,1609621200,JP,Japan,Kochi,676,8,554.0,114.0,96.84411392649876,1.183431952662722,33.422519,133.367307,Kochi_JP_1609621200
2021-01-03,1609621200,JP,Japan,Kumamoto,1931,18,1466.0,447.0,110.49647881883784,0.9321595028482652,32.608154,130.74523100000002,Kumamoto_JP_1609621200
2021-01-03,1609621200,JP,Japan,Kyoto,4989,57,3829.0,1103.0,193.1507183433561,1.142513529765484,35.253815,135.443341,Kyoto_JP_1609621200
2021-01-03,1609621200,JP,Japan,Miyazaki,813,9,668.0,136.0,75.7476234532531,1.1070110701107012,32.193203999999994,131.299374,Miyazaki_JP_1609621200
2021-01-03,1609621200,JP,Japan,Nagano,1217,16,1039.0,162.0,59.40091468622944,1.314708299096138,36.132134,138.045528,Nagano_JP_1609621200
2021-01-03,1609621200,JP,Japan,Nagasaki,703,4,311.0,388.0,52.99564877831083,0.5689900426742532,33.235712,129.608033,Nagasaki_JP_1609621200
2021-01-03,1609621200,JP,Japan,Niigata,555,3,436.0,116.0,24.96507139110776,0.5405405405405406,37.521819,138.918647,Niigata_JP_1609621200
2021-01-03,1609621200,US,The United States of America,Oakland,62094,1659,0.0,60435.0,4937.56281886538,2.6717557251908395,42.66090111,-83.38595416,Oakland_US_1609621200
2021-01-03,1609621200,US,The United States of America,Baltimore,39351,946,0.0,38405.0,4756.155045505639,2.4040049808137023,39.45784712,-76.62911955,Baltimore_US_1609621200
2021-01-03,1609621200,US,The United States of America,Boise,241,2,0.0,239.0,3077.5124505171752,0.8298755186721992,43.98829931,-115.7309284,Boise_US_1609621200
2021-01-03,1609621200,US,The United States of America,Honolulu,18327,224,0.0,18103.0,1880.5351732007064,1.2222404103235662,21.45803166,-157.97121819999995,Honolulu_US_1609621200
2021-01-04,1609707600,US,The United States of America,Queens,130228,7586,0.0,122642.0,5778.003760662828,5.8251681666001165,40.71088124,-73.81684712,Queens_US_1609707600
2021-01-04,1609707600,US,The United States of America,Columbus,3801,83,0.0,3718.0,6847.661598328169,2.183635885293344,34.26744084,-78.65801424,Columbus_US_1609707600
2021-01-04,1609707600,US,The United States of America,Philadelphia,95997,2450,0.0,93547.0,6060.17181123995,2.5521630884298467,40.00338507,-75.1379271,Philadelphia_US_1609707600
2021-01-04,1609707600,MY,Malaysia,Johor Bahru,6608,36,3046.0,3526.0,175.36224191921872,0.5447941888619855,1.4854,103.7618,Johor Bahru_MY_1609707600
2021-01-04,1609707600,MY,Malaysia,Kuala Lumpur,14213,25,10898.0,3290.0,799.2015294646874,0.1758953071132062,3.139,101.6869,Kuala Lumpur_MY_1609707600
2021-01-04,1609707600,US,The United States of America,Raleigh,2891,30,0.0,2861.0,3940.785976199888,1.0377032168799722,37.76936795,-81.2456041,Raleigh_US_1609707600
2021-01-04,1609707600,US,The United States of America,Milwaukee,92733,1003,0.0,91730.0,9805.482771965664,1.0815998619693097,43.00486062,-87.96733172,Milwaukee_US_1609707600
2021-01-04,1609707600,US,The United States of America,Providence,58946,1348,0.0,57598.0,9225.722339344937,2.2868388016150374,41.87064746,-71.57753536,Providence_US_1609707600
2021-01-04,1609707600,US,The United States of America,Austin,1071,15,0.0,1056.0,3566.1960575386256,1.4005602240896358,29.88548725,-96.27736949,Austin_US_1609707600
2021-01-04,1609707600,SE,Sweden,Stockholm,118357,3271,0.0,115086.0,4979.089900596572,2.763672617589158,59.6025,18.1384,Stockholm_SE_1609707600
2021-01-04,1609707600,SE,Sweden,Uppsala,17704,352,0.0,17352.0,4613.865050180734,1.988251242657027,60.0092,17.2715,Uppsala_SE_1609707600
2021-01-04,1609707600,RU,Russia,Moscow,824979,11433,645923.0,167623.0,6596.418749082475,1.385853458088024,55.7504461,37.6174943,Moscow_RU_1609707600
2021-01-04,1609707600,ES,Spain,Madrid,399499,11828,40736.0,346935.0,6015.057405171517,2.9607082871296297,40.4168,-3.7038,Madrid_ES_1609707600
2021-01-04,1609707600,ES,Spain,Murcia,60316,744,2180.0,57392.0,4054.412860977251,1.233503547980635,37.9922,-1.1307,Murcia_ES_1609707600
2021-01-04,1609707600,US,The United States of America,Denver,48433,674,0.0,47759.0,6660.102776223132,1.3916131563190386,39.76018276,-104.8725695,Denver_US_1609707600
2021-01-04,1609707600,US,The United States of America,San Diego,176456,1592,0.0,174864.0,5285.75665078048,0.9022079158543772,33.03484597,-116.7365326,San Diego_US_1609707600
2021-01-04,1609707600,US,The United States of America,San Francisco,24867,193,0.0,24675.0,2820.943589068787,0.7760977963648061,37.75215114,-122.4385672,San Francisco_US_1609707600
2021-01-04,1609707600,US,The United States of America,Hartford,47726,1878,0.0,45848.0,5352.128470820437,3.934962075179147,41.80283011,-72.73103891,Hartford_US_1609707600
2021-01-04,1609707600,US,The United States of America,Sacramento,69287,859,0.0,68434.0,4464.588307911174,1.2396634580693575,38.45106826,-121.3425374,Sacramento_US_1609707600
2021-01-04,1609707600,US,The United States of America,Fresno,74841,719,0.0,74134.0,7492.035339770454,0.9605493433796908,36.75733899,-119.6466953,Fresno_US_1609707600
2021-01-04,1609707600,US,The United States of America,Los Angeles,818698,10773,0.0,807925.0,8155.087897758237,1.3158698323435505,34.30828379,-118.2282411,Los Angeles_US_1609707600
2021-01-04,1609707600,CN,China,Shanghai,1530,7,1429.0,94.0,6.151768965290554,0.457516339869281,31.202,121.4491,Shanghai_CN_1609707600
2021-01-04,1609707600,CN,China,Tianjin,314,3,300.0,11.0,2.264530478813334,0.9554140127388536,39.3054,117.323,Tianjin_CN_1609707600
2021-01-04,1609707600,DE,Germany,Berlin,98765,1305,80457.0,17003.0,2695.4865712832225,1.3213182807674784,52.52,13.405,Berlin_DE_1609707600
2021-01-04,1609707600,DE,Germany,Hamburg,37571,661,27864.0,9046.0,2028.1482425162403,1.7593356578211918,53.5511,9.9937,Hamburg_DE_1609707600
2021-01-04,1609707600,BE,Belgium,Namur,35520,0,0.0,35520.0,7163.716742767711,0.0,50.331,4.8221,Namur_BE_1609707600
2021-01-04,1609707600,BE,Belgium,Brussels,81719,0,0.0,81719.0,6707.873146426651,0.0,50.8503,4.3517,Brussels_BE_1609707600
2021-01-04,1609707600,CN,China,Beijing,992,9,944.0,39.0,4.5311090094844975,0.907258064516129,40.1824,116.4142,Beijing_CN_1609707600
2021-01-04,1609707600,CN,China,Chongqing,590,6,584.0,0.0,1.8406347831493568,1.0169491525423728,30.0572,107.874,Chongqing_CN_1609707600
2021-01-04,1609707600,BR,Brazil,São Paulo,1471422,46845,1294620.0,129957.0,3204.382564630204,3.183654994964056,-23.5505,-46.6333,São Paulo_BR_1609707600
2021-01-04,1609707600,MX,Mexico,San Luis Potosí,40373,3082,0.0,37291.0,1408.6182750191722,7.633814678126471,22.1565,-100.9855,San Luis Potosí_MX_1609707600
2021-01-04,1609707600,MX,Mexico,Puebla,48421,5766,0.0,42655.0,733.1570784611772,11.908056421800458,19.0414,-98.2063,Puebla_MX_1609707600
2021-01-04,1609707600,NL,Netherlands,Groningen,15732,100,0.0,15632.0,2685.2556727988995,0.6356470887363336,53.217922,6.741514,Groningen_NL_1609707600
2021-01-04,1609707600,MX,Mexico,Oaxaca,28524,2137,0.0,26387.0,688.3880728633338,7.491936614780536,17.0732,-96.7266,Oaxaca_MX_1609707600
2021-01-04,1609707600,MX,Mexico,Aguascalientes,17104,1374,0.0,15730.0,1192.2196238067522,8.033208606173995,21.8853,-102.2916,Aguascalientes_MX_1609707600
2021-01-04,1609707600,MX,Mexico,Mexico City,148276,19138,0.0,129138.0,850.8020810441255,12.90701124929186,19.4969,-99.7233,Mexico City_MX_1609707600
2021-01-04,1609707600,PE,Peru,Lima,450835,42312,0.0,408523.0,4241.75565696006,9.38525181052935,-11.766533,-76.60449799999998,Lima_PE_1609707600
2021-01-04,1609707600,NL,Netherlands,Utrecht,68537,883,0.0,67654.0,5058.700918341287,1.2883551950041583,52.084251,5.163824,Utrecht_NL_1609707600
2021-01-04,1609707600,PK,Pakistan,Islamabad,38263,428,35093.0,2742.0,1906.883979244204,1.1185740793978518,33.665087,73.121219,Islamabad_PK_1609707600
2021-01-04,1609707600,IN,India,Chandigarh,19881,320,19280.0,281.0,1716.1383994275222,1.6095769830491424,30.733839,76.76827800000002,Chandigarh_IN_1609707600
2021-01-04,1609707600,IN,India,Delhi,626872,10585,611243.0,5044.0,3350.299894361165,1.6885424775711788,28.646519,77.10898,Delhi_IN_1609707600
2021-01-04,1609707600,JP,Japan,Saitama,14929,215,11357.0,3357.0,203.1241304908926,1.44015004353942,35.997101,139.347635,Saitama_JP_1609707600
2021-01-04,1609707600,JP,Japan,Shizuoka,2788,41,2215.0,532.0,76.51924178982568,1.4705882352941178,34.916975,138.40778400000002,Shizuoka_JP_1609707600
